Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0 5 -14.5185 0 22 3 115 0.00481 0.00481 0 0 0 0 50 50 0 0 0 5.4971e+07 0 508801 1.92429 0 0 0.00422971 1 0 1 1
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0.205982 5 -14.5185 0 23 2 87 0.0019 0.0019 0 0 0 0 50 50 0.00474709 0.0411964 -0.0364493 2.78959e+07 724454 87544 1.6517 0.00658321 0 0.00051738 1 1 1 1
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0 5 -14.5185 0 23 3 115 0.00481 0.00481 0 0 0 0 50 50 0 0 0 8.01679e+07 0 636910 1.6517 0 0 0.00422971 1 0 1 1
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0.921567 5 -14.5185 0 25 1 56 0.00152 0.00152 0 0 0 0 50 50 0.0884995 0.184313 -0.0958139 2.08212e+07 3.24122e+06 332914 10.5192 0.025057 0 0.010846 1 1 1 1
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0 5 -14.5185 0 25 2 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.24776e+07 0 1.59545e+06 10.5192 0 0 0.0519358 1 0 1 1
1981 1 1 4 0 9 500 500 5 5 1.75854e+07 0 5 -14.5185 0 25 3 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 1.36548e+07 0 1.31285e+06 10.5192 0 0 0.0257178 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 3.02498 5 -16.2196 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.843628 0.604995 0.238633 -1 1e+07 1e+07 1 0.0398293 0 0.843628 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.210777 5 -16.2196 0 16 3 110 0.01423 0.01423 0 0 0 0 50 50 0.0118152 0.0421554 -0.0303401 320313 696788 696788 152.87 0.00672972 0 0.0118152 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.213969 5 -16.2196 0 17 3 115 0.01249 0.01249 0 0 0 0 50 50 0.013008 0.0427937 -0.0297857 1.31975e+06 707340 707340 42.9115 0.00682707 0 0.013008 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.247284 5 -16.2196 0 18 3 116 0.01264 0.01264 0 0 0 0 50 50 0.0132933 0.0494568 -0.0361636 964937 817474 817474 67.0237 0.00783514 0 0.0132933 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.0767713 5 -16.2196 0 21 4 163 0.04201 0.04201 0 0 0 0 50 50 0.00802266 0.0153543 -0.0073316 2.44665e+06 253791 78341.3 0.762195 0.00251975 0 0.00151898 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 21 5 221 0.10787 0.10787 0 0 0 0 50 50 0 0 0 1.22551e+06 0 100759 0.762195 0 0 0.00454718 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 21 6 258 0.17257 0.17257 0 0 0 0 50 50 0 0 0 567856 0 74691.2 0.762195 0 0 0.0019565 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.295026 5 -16.2196 0 22 2 86 0.00186 0.00186 0 0 0 0 50 50 0.0443815 0.0590053 -0.0146238 1.99678e+07 975302 119904 3.2284 0.00925394 0 0.00498833 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 22 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 5.4971e+07 0 855398 3.2284 0 0 0.0393931 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.330455 5 -16.2196 0 23 2 86 0.00186 0.00186 0 0 0 0 50 50 0.0443815 0.066091 -0.0217096 2.78959e+07 1.09242e+06 129323 2.49243 0.0102872 0 0.00498833 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 23 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 8.01679e+07 0 963099 2.49243 0 0 0.0393931 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.211781 5 -16.2196 0 24 2 88 0.00714 0.00714 0 0 0 0 50 50 0.0132834 0.0423561 -0.0290728 3.20359e+06 700107 66306.1 2.8988 0.00676035 0 0.00148725 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 24 3 107 0.01305 0.01305 0 0 0 0 50 50 0 0 0 1.67542e+07 0 633801 2.8988 0 0 0.0117961 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0.388961 5 -16.2196 0 25 1 56 0.00152 0.00152 0 0 0 0 50 50 0.00818614 0.0777922 -0.0696061 2.08212e+07 1.28583e+06 132071 4.1731 0.0119568 0 0.00099591 1 1 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 25 2 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.24776e+07 0 632935 4.1731 0 0 0.00480893 1 0 1 1
1981 1 1 5 0 9 500 500 5 5 1.65291e+07 0 5 -16.2196 0 25 3 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 1.36548e+07 0 520825 4.1731 0 0 0.0023813 1 0 1 1
1981 1 1 6 0 9 500 500 5 5 1.08483e+07 4.60903 5 0.0736267 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.800027 0.921807 -0.12178 -1 1e+07 1e+07 1 0.0120131 0 0.800027 1 1 1 1
1981 1 1 6 0 9 500 500 5 5 1.08483e+07 0.390965 5 0.0736267 0 21 4 163 0.04236 0.04236 0 0 0 0 50 50 0.199973 0.078193 0.12178 2.44665e+06 848257 247789 2.39085 0.0120131 0 0.0362543 1 1 1 1
1981 1 1 6 0 9 500 500 5 5 1.08483e+07 0 5 0.0736267 0 21 5 221 0.10772 0.10772 0 0 0 0 50 50 0 0 0 1.22551e+06 0 315621 2.39085 0 0 0.104134 1 0 1 1
1981 1 1 6 0 9 500 500 5 5 1.08483e+07 0 5 0.0736267 0 21 6 263 0.18213 0.18213 0 0 0 0 50 50 0 0 0 567856 0 247271 2.39085 0 0 0.0570486 1 0 1 1
1981 1 1 6 0 9 500 500 5 5 1.08483e+07 0 5 0.0736267 0 21 7 302 0.27808 0.27808 0 0 0 0 50 50 0 0 0 56519.5 0 37576.9 2.39085 0 0 0.00253609 1 0 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0.761945 5 -2.27342 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.10036 0.152389 -0.0520295 -1 100000 100000 1 0.0215278 0 0.10036 1 1 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0.63091 5 -2.27342 0 21 2 87 0.00594 0.00594 0 0 0 0 50 50 0.187578 0.126182 0.0613959 296317 82802.6 3840.62 2.18201 0.0183767 0 0.0659573 1 1 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0 5 -2.27342 0 21 3 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 3.95926e+06 0 78961.9 2.18201 0 0 0.121621 1 0 1 1
1981 1 1 7 0 9 500 500 5 5 656215 1.70472 5 -2.27342 0 22 2 86 0.00186 0.00186 0 0 0 0 50 50 0.356031 0.340944 0.0150873 1.99678e+07 223732 17427.7 0.46924 0.0374502 0 0.0331149 1 1 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0 5 -2.27342 0 22 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 5.4971e+07 0 124330 0.46924 0 0 0.26172 1 0 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0 5 -2.27342 0 22 4 157 0.01243 0.01243 0 0 0 0 50 50 0 0 0 1.40545e+07 0 81975 0.46924 0 0 0.0611963 1 0 1 1
1981 1 1 7 0 9 500 500 5 5 656215 1.90242 5 -2.27342 0 23 2 86 0.00186 0.00186 0 0 0 0 50 50 0.356031 0.380485 -0.0244536 2.78959e+07 249680 21124.1 0.407122 0.039286 0 0.0331149 1 1 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0 5 -2.27342 0 23 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 8.01679e+07 0 157316 0.407122 0 0 0.26172 1 0 1 1
1981 1 1 7 0 9 500 500 5 5 656215 0 5 -2.27342 0 23 4 157 0.01243 0.01243 0 0 0 0 50 50 0 0 0 1.40775e+07 0 71239.8 0.407122 0 0 0.0611963 1 0 1 1
1981 1 1 8 0 9 500 500 5 5 366076 1.36584 5 -5.0313 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.180978 0.273168 -0.0921898 -1 100000 100000 1 0.0330912 0 0.180978 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0.331969 5 -5.0313 0 17 3 131 0.01824 0.01824 0 0 0 0 50 50 0.0157343 0.0663938 -0.0506596 1.31975e+06 24305.2 2864.88 0.119012 0.010331 0 0.0032236 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0 5 -5.0313 0 17 4 166 0.03722 0.03722 0 0 0 0 50 50 0 0 0 1.98083e+06 0 8774.35 0.119012 0 0 0.0101435 1 0 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0 5 -5.0313 0 17 5 200 0.06302 0.06302 0 0 0 0 50 50 0 0 0 1.68876e+06 0 12665.9 0.119012 0 0 0.0023672 1 0 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0.978442 5 -5.0313 0 21 2 87 0.00594 0.00594 0 0 0 0 50 50 0.537726 0.195689 0.342038 296317 71636.8 3322.72 1.88777 0.0262324 0 0.189078 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0 5 -5.0313 0 21 3 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 3.95926e+06 0 68314.1 1.88777 0 0 0.348648 1 0 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0.0827122 5 -5.0313 0 22 2 70 0.00095 0.00095 0 0 0 0 50 50 0.0514259 0.0165424 0.0348835 1.99678e+07 6055.79 6055.79 0.319239 0.00271147 0 0.0514259 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0.0976813 5 -5.0313 0 23 2 70 0.00095 0.00095 0 0 0 0 50 50 0.0514259 0.0195363 0.0318897 2.78959e+07 7151.75 7151.75 0.269866 0.00319243 0 0.0514259 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0.173394 5 -5.0313 0 24 2 88 0.00714 0.00714 0 0 0 0 50 50 0.0158187 0.0346788 -0.0188601 3.20359e+06 12695.1 1158.92 0.050666 0.00557936 0 0.00162679 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0 5 -5.0313 0 24 3 109 0.01359 0.01359 0 0 0 0 50 50 0 0 0 1.67542e+07 0 11536.1 0.050666 0 0 0.0141919 1 0 1 1
1981 1 1 8 0 9 500 500 5 5 366076 1.96996 5 -5.0313 0 25 1 56 0.00152 0.00152 0 0 0 0 50 50 0.146891 0.393993 -0.247101 2.08212e+07 144231 35010.4 1.10624 0.0397937 0 0.0723608 1 1 1 1
1981 1 1 8 0 9 500 500 5 5 366076 0 5 -5.0313 0 25 2 70 0.00304 0.00304 0 0 0 0 50 50 0 0 0 3.24776e+07 0 109221 1.10624 0 0 0.0745306 1 0 1 1
1981 1 1 16 0 4 150 175 0.0524575 0.0524575 1.02013e+06 16.0274 16.35 -3.29162 0 0 0 -1 -1 9999 0 0 0 0 47 47 0.966585 0.980267 -0.0136814 -1 1e+06 1e+06 1 0.00111493 0 0.966585 1 1 1 1
1981 1 1 16 0 4 150 175 0.0524575 0.0524575 1.02013e+06 0.019098 16.35 -3.29162 0 23 2 85 0.00214 0.00214 0 0 0 0 47 47 0.00368482 0.00116808 0.00251674 2.78959e+07 1191.59 1191.59 0.0199605 6.72456e-05 0 0.00368482 1 1 1 1
1981 1 1 16 0 4 150 175 0.0524575 0.0524575 1.02013e+06 0.303544 16.35 -3.29162 0 25 2 85 0.00442 0.00442 0 0 0 0 47 47 0.02973 0.0185654 0.0111647 3.24776e+07 18939.1 18939.1 0.131933 0.00105018 0 0.02973 1 1 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 16.7901 17.46 -3.96371 0 0 0 -1 -1 9999 0 0 0 0 68 68 0.870916 0.961631 -0.090715 -1 1e+06 1e+06 1 0.00199874 0 0.870916 1 1 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 0.207273 17.46 -3.96371 0 23 2 85 0.00214 0.00214 0 0 0 0 68 68 0.0117685 0.0118713 -0.00010276 2.78959e+07 12345 1191.59 0.0199605 0.000635448 0 0.00589191 1 1 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 0 17.46 -3.96371 0 23 3 125 0.00697 0.00697 0 0 0 0 68 68 0 0 0 8.01679e+07 0 11153.4 0.0199605 0 0 0.00587662 1 0 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 0.0837778 17.46 -3.96371 0 24 2 85 0.00513 0.00513 0 0 0 0 68 68 0.0110949 0.00479827 0.00629659 3.20359e+06 4989.72 4989.72 0.303614 0.000258681 0 0.0110949 1 1 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 0.378871 17.46 -3.96371 0 25 1 60 0.00132 0.00132 0 0 0 0 68 68 0.10622 0.0216993 0.0845212 2.08212e+07 22565.1 3626.04 0.131933 0.00114997 0 0.0315113 1 1 1 1
1981 1 1 16 0 5 200 225 0.107558 0.107558 1.0399e+06 0 17.46 -3.96371 0 25 2 85 0.00442 0.00442 0 0 0 0 68 68 0 0 0 3.24776e+07 0 18939.1 0.131933 0 0 0.0747092 1 0 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 68.0734 73 -14.6124 0 0 0 -1 -1 9999 0 0 0 0 75 75 0.910555 0.932513 -0.0219579 -1 1e+06 1e+06 1 0.000850444 0 0.910555 1 1 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 0.701174 73 -14.6124 0 21 3 125 0.01822 0.01822 0 0 0 0 75 75 0.00440528 0.00960513 -0.00519985 3.95926e+06 10300.3 10300.3 0.142786 0.000128552 0 0.00440528 1 1 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 0.200894 73 -14.6124 0 22 2 85 0.00214 0.00214 0 0 0 0 75 75 0.00142103 0.00275197 -0.00133094 1.99678e+07 2951.14 2951.14 0.0690628 3.70865e-05 0 0.00142103 1 1 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 0.0811156 73 -14.6124 0 23 2 85 0.00214 0.00214 0 0 0 0 75 75 0.00199385 0.00111117 0.000882677 2.78959e+07 1191.59 1191.59 0.0199605 1.49992e-05 0 0.00199385 1 1 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 0.339667 73 -14.6124 0 24 2 85 0.00513 0.00513 0 0 0 0 75 75 0.039042 0.00465298 0.034389 3.20359e+06 4989.72 4989.72 0.303614 6.25855e-05 0 0.039042 1 1 1 1
1981 1 1 16 0 6 250 275 0.190828 0.190828 1.07237e+06 3.60373 73 -14.6124 0 25 1 60 0.00132 0.00132 0 0 0 0 75 75 0.0425832 0.0493662 -0.00678299 2.08212e+07 52938.9 3626.04 0.131933 0.000634178 0 0.00948752 1 1 1 1
